jzrq,plrq,nbysk,gdzcql,yffbzk,jsbfj,ysbf,ysfbzk,ysfbhtzbj,ysgl,ysckts,ysbtk,ysbzj,dfy,dclldzcsy,ynndqdfldzc,cqysk,qtcqtz,gdzcyz,gdzcjz,gdzcjzzbj,scxswzc,gyxswzc,yqzc,kfzc,gqfzltq,qtfldzc,yfsxfyj,qtjyk,yfbzj,nbyfk,ytfy,bxhtzbj,dlmmzqk,dlcxzqk,gjpjjs,gnpjjs,dysr,yfdqzq,cqdysr,wqddtzss,nfpxjgl,yjfz,xsckjtycf,yjldfz,j_kcg,hbzj,cczj,jyxjrzc,ysjrzc,yspj,yszk,yfkx,yslx,qtysk,mrfsjrzck,gyjzjzbdqjsrdq,ch,qtldzc,ldzchj,ffdkjjd,kkgsjrzc,cyzdqtz,cqgqtz,tzxfd,ljzj,gdzc,zjgc,gcwz,cqfz,wxzc,sy,cqdtfy,dysdszc,fldzchj,zczj,dqjk,xzyhyhk,crzj,jyxjrfz,ysjrfz,yfpj,yfzk,ysk,mchgjrzck,yfgzxc,yjsf,yflx,yfgl,qtfzk,ynndqdfldfz,qtldfz,ldfzhj,cqjk,yfzq,cqyfk,zxyfk,dysdsfz,qtfldfz,fldfzhj,fzhj,sszb,zbgj,zxzb,ylgj,ybfxzb,wfplr,wbbzbzhc,gsmgdqsyhj,ssgdqy,syzqyhj,fzhgdqyzj,dm
20230331,20230425,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11770000000.0,460207000000.0,-,-,317642000000.0,120421000000.0,414525000000.0,21873000000.0,-,-,-,-,-,73982000000.0,-,-,-,-,3349098000000.0,-,-,-,457000000.0,-,10681000000.0,-,-,-,6709000000.0,7568000000.0,-,42685000000.0,-,5455897000000.0,-,129466000000.0,43698000000.0,78299000000.0,25515000000.0,-,-,-,30485000000.0,15042000000.0,15919000000.0,-,-,-,-,-,-,-,650724000000.0,-,-,-,-,-,5009152000000.0,19406000000.0,80756000000.0,-,10781000000.0,64848000000.0,198826000000.0,-,446745000000.0,-,446745000000.0,5455897000000.0,000001.SZ
20230331,20230429,-,-,-,-,-,-,-,-,-,-,-,7986674.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,117122527.59,-,-,-,162261713.08,-,9000000.0,-,-,15638669.78,3897748.19,-,-,-,-,30867893.42,3552241.53,241557427.85,-,-,-,-,39071773.14,-,45920530.58,-,-,126416246.65,84058.16,-,7986674.71,162.22,112341205.74,353898633.59,31339009.74,-,-,-,-,-,20432729.37,402959.88,-,1423505.74,789374.31,-,-,-,1402047.79,47089.98,125840399.64,-,-,-,-,6153656.71,-,126416246.65,252256646.29,346448044.0,157024158.46,-,8998897.98,-,-356202142.51,-,90285757.93,11356229.37,101641987.3,353898633.59,000007.SZ
20230331,20230425,-,-,-,-,-,-,-,-,-,-,-,129941028.99,-,-,-,-,-,-,-,-,-,-,-,-,11747499.02,-,-,-,-,-,-,-,-,-,-,1295926.8,-,-,-,-,-,-,-,31260789.45,348095993.14,-,-,-,23746911.51,368140156.62,12511922.87,-,-,-,-,2090175263.42,51062882.89,2952117065.21,-,-,-,58182086.9,371059873.3,-,359287572.07,-,-,40954244.33,32251415.4,-,129941028.99,92849263.82,1147908148.02,4100025213.23,290224736.11,-,-,-,-,2000600.0,124137573.1,14956720.71,-,95190163.89,64283879.12,-,3423458.72,-,60494208.97,1902319.63,806274632.99,-,-,-,-,5323108.41,-,40954244.33,847228877.32,417627960.0,1002934806.1,2337306.88,275010401.5,-,1582896127.76,-,3252796335.91,-,3252796335.91,4100025213.23,000026.SZ
20230331,20230429,-,-,-,-,-,-,-,-,-,-,-,1992877.19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,173441137.89,-,273459893.18,-,-,54287010.07,5743693.11,-,-,-,-,4282125304.63,37486541.23,4851117420.52,-,-,-,93927.64,560216601.35,-,20812148.77,-,-,3129620.21,-,-,1992877.19,59370256.85,656697082.25,5507814502.77,46682302.88,-,-,-,-,-,420510933.32,38096046.55,-,31583350.13,61205538.67,16535277.94,-,-,8412023.44,3078103.61,1176994532.46,74961000.0,-,-,-,3096348.02,-,78090620.21,1255085152.67,1011660000.0,978244910.11,-,275253729.26,-,1677501388.96,-,3970486346.38,282243003.72,4252729350.1,5507814502.77,000029.SZ
20230331,20230428,-,-,-,-,-,-,-,10000000.0,-,-,-,75995248.43,-,7995071.68,11268701.12,-,-,-,-,-,-,-,-,-,153712630.58,-,-,-,-,-,-,-,-,-,-,488020001.57,-,-,-,-,111278300.89,-,-,130002519.4,1506856033.45,-,229439926.02,-,69278335.85,2083319323.43,195741946.27,-,-,-,-,1437796605.02,47291967.9,6734178289.66,-,-,-,3590698892.61,103565661.7,-,2877327025.73,342328708.57,-,866673872.71,632489164.38,10421262.66,75995248.43,243858505.61,8212875353.07,14947053642.73,59041250.0,-,-,-,-,1351219864.9,2737424446.69,14183533.18,-,89839370.1,30763587.49,0.0,0.0,462042998.78,43417863.0,1270062.8,4821117655.84,710138892.29,-,-,-,63284789.84,56593405.29,1576812765.0,6397930420.84,1741643085.0,485425109.23,44058923.5,674906310.08,-,4748720659.94,-,7559773878.71,989349343.18,8549123221.89,14947053642.73,000030.SZ
20230331,20230429,-,-,-,-,-,-,-,-,-,-,-,23791325.53,-,-,3601389.03,-,-,-,-,-,-,-,-,-,89818348.62,-,-,-,-,-,-,-,-,-,-,15697768.7,-,-,-,-,-,-,-,279633180.58,4277190407.08,-,465.0,13737689.1,273752535.45,9122025757.56,2764300004.99,-,-,-,-,12736413154.72,289342066.75,30030481208.91,-,-,-,264497746.18,5034770584.2,-,184986970.98,227385916.49,-,369423794.43,232858310.62,956502691.09,23791325.53,569686367.34,7870923218.08,37901404426.99,7655285710.04,-,-,-,34365784.53,6531133076.16,5587007268.88,1970201502.35,-,465127304.18,631668357.73,-,-,-,649708181.51,4806750.0,24385930706.14,4689128836.85,-,-,-,272639432.74,67672953.33,5058552631.28,29444483337.42,668971530.0,4086985715.86,-,165013726.49,-,2922763121.65,-,7828847752.27,628073337.3,8456921089.57,37901404426.99,000034.SZ
20230331,20230429,-,-,-,-,-,-,-,-,-,-,-,13587145.71,-,603419.88,109699815.08,-,-,-,-,-,-,-,86391523.55,-,3171344094.54,-,-,-,-,-,-,-,-,-,-,215314057.93,-,-,-,-,1647874.69,-,-,755000000.0,2030462923.34,-,-,2491164.57,2191710.63,2334671825.26,381034911.49,-,-,-,-,434475430.66,687335830.82,6235196548.24,-,-,-,267924983.94,204904635.6,-,1957848232.99,1092778344.13,-,4969531694.18,13371460733.6,146342712.58,13587145.71,59724169.7,20657751836.62,26892948384.86,2980730904.08,-,-,-,-,48022688.91,2684568437.01,58899722.66,-,95711443.03,94336371.96,-,-,-,1547214641.19,433539090.55,8221470184.08,3220248693.86,-,-,-,86740874.37,2832962960.86,8189780388.04,16411250572.12,356180613.0,8300305957.34,-,263988663.66,-,2962996569.18,-,10366704149.45,114993663.29,10481697812.74,26892948384.86,000035.SZ
20230331,20230429,-,-,-,-,-,-,-,-,-,-,-,2362226.23,-,70000000.0,34030183.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2838954722.17,-,1635000000.0,-,-,47005224.68,3124832.76,-,-,-,-,2089294014.24,1680585.83,6695212409.41,-,-,-,17732065.57,767520742.32,-,749733722.69,-,-,40306820.44,2824340.0,-,2362226.23,390489034.8,2180593736.08,8875806145.49,-,-,-,-,-,-,304844774.29,33485433.93,-,2015981.55,134405729.01,-,864598.47,-,47736474.67,1653487.29,1951093744.18,586800000.0,-,-,-,-,-,627106820.44,2578200564.62,1483934025.0,231941056.97,-,567845733.58,-,3051275572.52,-,5334941772.26,962663808.61,6297605580.87,8875806145.49,000036.SZ
20230331,20230428,-,-,-,-,-,-,-,-,-,-,-,460050007.76,-,-,-,-,-,-,-,-,-,-,-,-,227962799.59,-,-,-,-,-,-,-,-,-,-,27079539.89,-,-,-,-,-,-,-,-,1485558141.3,-,131111341.09,-,40324486.61,2989786072.15,99437471.98,-,-,-,-,1965939457.64,136601586.9,7079278252.48,-,-,-,9504493.03,-,-,2002685914.92,946062795.6,-,104121782.18,321111383.13,-,460050007.76,174924116.09,4294070386.64,11373348639.12,837020577.36,-,-,-,-,113379611.91,2708540035.99,3433849.08,-,513478401.59,40170284.73,-,-,-,388324644.65,2481275.02,4659122459.21,2320108017.42,-,-,-,50369595.15,-,2424229799.6,7083352258.81,299386862.0,151312418.21,-,127199190.36,-,3573457041.0,-,4160515137.88,129481242.43,4289996380.31,11373348639.12,000049.SZ
20230331,20230429,-,-,-,-,-,-,-,-,-,-,-,867490708.39,-,167347848.23,45444377.48,-,-,-,-,-,-,-,365231148.33,-,10024225.76,-,-,-,-,-,-,-,-,-,-,722825903.37,-,-,-,-,9047072.16,-,-,-,8964895091.7,-,-,-,-,6275960376.02,31480715.48,-,-,-,-,4109305992.53,1222486437.51,21175743544.79,-,-,-,4151113916.88,142299995.3,-,22320542474.82,27657820987.15,-,2174329414.01,2386399773.75,268423090.92,867490708.39,1210122420.51,59524484381.03,80700227925.82,-,-,-,-,-,1904759416.38,5673230879.03,359938758.1,-,592114786.12,148265821.25,-,-,-,6833067591.49,204337731.9,18917636158.2,21896383138.37,7995260363.88,-,-,38747425.87,1000000000.0,32065972916.26,50983609074.46,2457747661.0,26235208505.79,-,235086089.54,-,576869077.59,-,29374341297.97,342277553.39,29716618851.36,80700227925.82,000050.SZ
20230331,20230429,-,-,-,-,-,-,-,19873342.93,-,-,-,41353270.12,-,234528610.3,-,-,-,-,-,-,-,-,-,-,58500277.85,-,-,-,-,-,-,-,-,-,-,2914497.76,-,-,-,-,162469838.74,-,-,273964374.07,203088864.63,-,-,-,45910329.78,289111461.44,3126195.55,-,-,-,-,117197022.67,28240824.23,1129827429.81,-,-,-,84972254.35,7736498201.4,-,112003135.3,74953790.61,-,1851546155.42,31882619.13,218774514.53,41353270.12,332916375.13,9050611600.41,10180439030.22,409510723.95,-,-,-,-,38000000.0,136532826.92,19100623.48,-,12768029.68,54327678.24,1002661333.56,-,-,3606054180.29,43274293.73,6331987396.16,-,-,-,-,1092379979.84,-,1851546155.42,8183533551.58,1210088720.0,1783303262.41,-,144221372.7,-,-610785903.64,-,1997909637.24,-1004158.6,1996905478.64,10180439030.22,000056.SZ
20230331,20230427,-,-,-,-,-,-,-,-,-,-,-,252168373.39,-,-,-,-,-,-,-,-,-,-,-,-,21190406.33,-,-,-,-,-,-,-,-,-,-,2679465133.54,-,-,-,-,-,-,-,-,1582014395.16,-,-,-,-,269704088.12,236177160.27,89138.27,731397316.08,-,-,841294755.75,202989126.0,3906522826.62,264169505.57,-,-,2409473684.13,7490704368.8,-,2152537870.93,2362160080.31,-,3406365909.31,1427451217.58,8178977.96,252168373.39,90918551.21,17310930973.83,21217453800.45,4845000000.0,-,-,-,-,-,1266309483.58,534574313.22,-,380583341.84,144799265.49,1151347.55,9122663.2,1074605985.49,321680284.62,31305408.98,8609132093.97,1581615390.35,-,-,-,17115349.21,-,4987981299.66,13597113393.63,1696964131.0,2782734245.13,-,358346168.45,-,991581286.57,-,5829426065.71,1790914341.11,7620340406.82,21217453800.45,000061.SZ
20230331,20230429,-,-,-,-,-,-,-,14702309.7,-,-,-,43488740.55,-,-,0.0,-,-,-,-,-,-,-,0.0,-,239832483.7,-,-,-,-,-,-,-,-,-,-,23818503.84,-,-,-,-,1644488.79,-,-,193801514.19,842500605.85,-,72942408.0,-,301969545.84,2300662385.29,259496738.63,0.0,138235717.5,-,-,1199835540.44,107735760.6,5281123397.9,-,-,-,37816678.48,312493295.23,-,1126490741.47,233417416.02,-,173158026.51,198312419.43,494822232.75,43488740.55,66028582.54,2901811588.77,8182934986.67,1420015712.44,-,-,-,-,512985530.21,1211469563.12,253324772.47,-,91560513.7,28918310.43,0.0,4297209.1,201537279.36,40392755.35,44990636.09,3811886388.7,633907460.21,1196340059.81,-,-,46739393.17,0.0,2003405546.53,5815291935.23,844597019.0,1101723176.76,-,138919084.99,-,-174246156.21,-,1785584044.23,582059007.21,2367643051.44,8182934986.67,000070.SZ
20230331,20230428,-,-,-,-,-,-,-,1602579.12,-,-,-,40658002.86,-,371843062.54,14731973.59,-,-,-,-,-,-,-,114160215.37,-,138634440.76,-,-,-,-,-,-,-,-,-,-,22016293.7,-,-,-,-,-,-,-,275118243.17,3335347905.13,-,199544548.78,-,1254851005.64,19713131244.74,821003974.04,-,-,-,-,4059004107.94,144821117.14,32051719445.36,-,-,-,214768033.04,82557224.64,-,1129169868.92,38279613.06,-,139060375.94,401008148.64,1745538435.25,40658002.86,387649689.42,4676354436.13,36728073881.49,11979237816.28,-,-,221800695.79,-,2219377451.24,7976771100.23,643708588.23,-,90063109.79,264198131.24,-,104351556.12,-,213624945.24,375216185.55,30163463620.09,259524976.44,-,-,-,13233480.88,-,398585352.38,30562048972.47,2750833257.0,2214518980.9,-,52141669.22,-,32843581.01,-,4755846194.56,1410178714.46,6166024909.02,36728073881.49,000078.SZ
20230331,20230426,-,-,-,-,-,-,-,-,-,-,-,129616258.23,-,-,47088492.59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29490000.0,-,-,-,-,-,-,-,-,1549349664.01,-,-,-,-,799141833.22,78763899.6,-,-,-,-,279902263.87,70883373.42,2890657754.24,-,-,-,608768.64,-,-,2151771006.08,457775865.51,-,429199699.76,85814658.3,-,129616258.23,81628007.04,3506546590.8,6397204345.04,-,-,-,-,-,-,122397008.03,46517652.53,-,47726734.15,38402088.5,-,8673361.29,-,233464101.82,31965737.37,595203495.51,239116738.32,-,-,-,-,-,668316438.08,1263519933.59,775770137.0,1944819050.37,-,325577843.77,-,1910146756.94,-,4988279268.83,145405142.62,5133684411.45,6397204345.04,000099.SZ
20230331,20230428,-,-,-,-,-,-,-,-,-,-,-,26050074.77,-,-,-,-,-,-,-,-,-,-,-,-,333158398.96,-,-,-,-,-,-,-,-,-,-,42128138.58,-,-,-,-,15057716.88,-,-,-,2570313892.58,-,752935251.14,-,3000000.0,2428169644.16,30869647.55,-,-,-,-,129059384.46,284514724.89,6409842714.39,-,-,-,209770476.15,-,-,6275454873.44,1651277781.18,-,75361668.81,4709710966.91,1877160.08,26050074.77,86548311.05,13313228875.01,19723071589.4,830629791.91,-,-,-,-,258447178.33,1401109114.33,3402605.64,-,87951420.08,89003847.4,-,4723300.0,-,745134196.26,276752414.9,3774031628.22,6415946010.0,314791666.66,-,-,176542.36,-,6806099345.47,10580130973.69,1475926818.0,3774900129.66,6155858.92,200983680.03,-,186592114.71,-,5644558601.32,3498382014.39,9142940615.71,19723071589.4,000155.SZ
20230331,20230428,-,-,-,-,-,-,-,-,-,-,-,29144360.73,-,-,-,-,-,-,-,-,-,-,133336496.1,-,218298999.17,-,-,-,-,-,-,-,-,-,-,515631247.25,-,-,-,-,-,-,-,-,1116573674.08,-,-,744686.33,4518564.96,2798283693.28,1519723206.26,5596666.67,-,-,-,3242883021.99,86043757.72,9469759323.35,-,-,-,139591833.33,452385635.27,-,1880271457.63,264293180.19,-,653279476.96,692856973.06,1987774628.39,29144360.73,123806709.11,6021956287.18,15491715610.53,3238453948.11,-,-,-,-,781270298.59,1917521579.54,456294776.25,-,16103894.76,76278738.22,-,468422.13,-,1367095529.06,52719009.24,8038095445.8,953255341.96,-,-,-,1277579.28,-,1606534818.92,9644630264.72,1598616721.0,2666729107.2,-,257828715.24,-,1363684221.25,-,5868930672.95,-21845327.14,5847085345.81,15491715610.53,000158.SZ
20230331,20230427,-,-,-,-,-,-,-,-,-,-,-,20958470.45,-,-,167725.29,-,-,-,-,-,-,-,-,-,508365.34,-,-,-,-,-,-,-,-,-,-,219765.0,-,-,-,-,-,-,-,-,104211229.89,-,-,-,500000.0,386105844.26,380659641.73,-,-,-,-,874520055.43,17300295.63,1792331172.64,-,-,-,-,102935216.26,-,301692723.09,117145625.85,-,92960446.84,53002067.6,809589678.87,20958470.45,14852671.02,1550717673.21,3343048845.85,213655326.67,-,-,-,-,-,236650751.24,108505485.65,-,11262904.87,25156988.44,-,4660975.79,-,2162997.0,10571615.11,632169706.7,-,-,-,-,98560.18,-,92960446.84,725130153.54,480685993.0,372894543.96,429859.43,214537490.39,-,1513366018.8,-,2526941357.86,90977334.45,2617918692.31,3343048845.85,000159.SZ
20230331,20230429,-,-,-,26815536388.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100511993069.24,250000000.0,-,-,-,-,-,-,-,105693.0,-,-,-,110944291995.06,-,269694260974.55,5438212280.28,-,-,-,-,-,10513912382.26,-,-,-,-,-,-,-,3953691182.26,46858729.42,-,1257562064.52,248081924.58,-,-,296192205.57,-,-,3219933459.48,-,632689075360.87,2095985829.15,-,380552620.21,31613273659.33,4739416546.68,-,-,-,161778679333.69,5959432828.12,985717179.47,-,-,-,-,-,-,-,152021271437.82,-,-,10106102.83,-,-,513411382863.27,25039944560.0,19367146136.46,-,4131472842.83,17210933498.86,32146080367.11,-,97486946370.07,21790746127.53,119277692497.6,632689075360.87,000166.SZ
20230331,20230422,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44102492.99,-,720533537.54,-,-,-,-,-,-,-,-,-,-,16666350.0,-,-,-,-,-,-,-,-,3301228232.03,-,-,-,42943954.06,6888304610.4,651482266.27,-,-,-,-,2925209697.26,117885434.82,15593537646.88,-,-,-,386038.98,-,-,1586387150.67,50778039.91,-,183999944.39,736270132.65,-,-,176673964.42,3357218674.14,18950756321.02,-,-,-,-,-,299254020.6,5708926779.4,1255629923.48,-,3340038.77,75086819.11,-,803600.0,-,19057138.47,188447334.69,7619320609.61,-,-,-,-,-,-,183999944.39,7803320554.0,1008327309.0,811887499.92,20992870.88,526589571.7,-,7869893535.37,-,10236357430.68,911078336.34,11147435767.02,18950756321.02,000400.SZ
20230331,20230429,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,321579012.62,-,-,-,-,-,-,-,-,-,-,21961220.96,-,-,-,-,-,-,-,-,13304486481.06,-,-,-,-,886100791.6,461549919.3,-,-,-,-,73181891118.72,11083880194.2,106211084781.01,-,-,-,4275270834.31,39461645414.61,-,2484082694.61,-,-,4058253156.23,381662390.98,-,-,2494729776.32,50339826788.11,156550911569.12,30000000.0,-,-,-,-,116389012.37,7141472004.19,11341232279.24,-,204173885.87,2029784409.99,-,-,-,8413920008.31,959240008.33,36509362711.81,46705448281.09,27089961239.45,-,-,3942499044.0,-,77853662676.77,114363025388.58,2988929907.0,6939918297.92,-,1494464953.5,-,25546586100.68,-,37717344122.11,4470542058.43,42187886180.54,156550911569.12,000402.SZ
20230331,20230420,-,-,-,-,-,-,-,-,-,-,-,6148601.67,-,157270338.63,-,-,-,-,-,-,-,-,3638829.58,-,31965308.07,-,-,-,-,-,-,-,-,-,-,143780054.66,-,-,-,-,-,-,-,-,3753653240.92,-,491788421.75,866186.6,59694929.33,2979436034.3,243952021.25,-,-,-,-,1116084494.67,41361684.91,9373438356.57,-,-,-,181245532.64,2934454.08,-,1517521135.35,144723652.95,-,286022181.89,274746669.74,28940970.72,6148601.67,93546935.17,3913050463.69,13286488820.26,1344528594.48,-,-,-,34989740.25,3010195519.2,2556348253.54,62746848.24,-,142694838.73,41498110.25,-,-,-,246754008.36,5030709.44,7621431214.56,395000000.0,-,-,-,65682992.6,-,681022181.89,8302453396.45,695995979.0,1583112961.86,3027372.35,83799384.83,-,1287940264.55,-,3665002037.28,1319033386.53,4984035423.81,13286488820.26,000404.SZ
20230331,20230429,-,-,-,-,-,-,-,-,-,-,-,1366003.5,-,-,549791.08,-,-,-,-,-,-,-,-,-,59054645.22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,660114649.31,-,-,-,33477660.0,604933774.92,57861247.89,-,-,-,-,245404791.67,8139701.56,1857645015.01,-,-,-,-,-,-,210279986.12,-,-,78312707.4,65437240.08,160752501.13,1366003.5,19089658.05,575373173.27,2433018188.28,-,-,-,-,-,65187928.5,420829292.75,86293441.58,-,31424645.81,11722960.18,-,-,-,34198614.07,6171164.26,683173920.91,-,-,-,-,8535319.0,3382501.27,78312707.4,761486628.31,664210505.0,1228919429.85,-,2973041.09,-,-482679040.93,-,1411589715.88,259941844.09,1671531559.97,2433018188.28,000409.SZ
20230331,20230428,-,-,-,-,-,-,-,12840000.0,-,-,-,18632000.0,-,2964102000.0,9625043000.0,-,-,-,-,-,-,-,-,-,22858340000.0,-,-,-,-,-,-,-,-,-,-,643755000.0,-,-,-,-,27517000.0,-,-,-,5305622000.0,-,-,-,29253000.0,1403477000.0,70847000.0,715000.0,113186000.0,-,-,46427000.0,295322000.0,10447207000.0,-,-,-,985260000.0,-,-,198003722000.0,-,-,14771146000.0,30389000.0,8772350000.0,18632000.0,1325239000.0,245398479000.0,255845686000.0,590000000.0,-,-,-,-,-,263962000.0,34530000.0,-,191665000.0,719246000.0,2060290000.0,-,-,29111433000.0,696904000.0,35564018000.0,63490594000.0,99230493000.0,-,-,2231529000.0,9835801000.0,177492233000.0,213056251000.0,6184521000.0,17099638000.0,-,239001000.0,-,1445442000.0,-,27418408000.0,15371027000.0,42789435000.0,255845686000.0,000415.SZ
20230331,20230428,-,-,-,-,-,-,-,-,-,-,-,282795515.15,-,-,253418714.49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,263360293.0,-,-,-,-,-,-,-,13925200.0,2091375649.91,-,-,-,-,569394805.55,169753519.03,-,-,-,-,6245731412.79,372699528.82,9537363933.53,-,-,-,1001093250.25,183936771.2,-,3604896250.86,244544969.0,-,1192754227.82,91102026.81,-,282795515.15,111465870.59,6230971524.04,15768335457.57,1793306644.08,-,-,-,-,38975000.0,628706510.71,4595100170.88,-,105501822.88,80252709.22,-,15372079.06,-,842520353.88,356422310.33,8793734428.28,1785000000.0,-,-,-,31179219.65,-,2977754227.82,11771488656.1,578261934.0,414966794.69,10184621.79,182864916.41,-,1687631189.03,-,2867006552.66,1129840248.81,3996846801.47,15768335457.57,000421.SZ
20230331,20230429,-,-,-,-,-,-,-,63078647.97,-,-,-,29860438.79,-,3346125573.84,3541002766.68,-,-,-,-,-,-,-,1019304532.16,-,641014781.85,-,-,-,-,-,-,-,-,-,-,503484327.68,-,-,-,-,411502124.52,-,-,852188078.74,21935937403.45,-,7069207063.08,-,6467301106.81,44641075493.29,2304658589.41,-,-,-,-,34198984365.42,4734813943.64,128244609465.93,1731650175.27,-,-,3939376564.82,4763841.39,-,18709379492.32,3588965204.5,-,6296643615.72,6340945974.9,-,29860438.79,2697964964.95,47013298470.57,175257907936.5,16149084393.96,-,645703203.0,-,78779951.16,25213629915.32,26205088713.17,5107459905.46,-,389495624.46,542322422.91,-,12828200.32,-,7318964169.47,5983579864.67,93707133657.54,17114110704.03,2739654183.75,-,-,1028631955.05,434613393.82,26150408503.5,119857542161.04,11816166093.0,16784069068.73,110054318.56,2089951613.16,-,24092101196.8,-,53941374027.95,1458991747.51,55400365775.46,175257907936.5,000425.SZ
20230331,20230428,-,-,-,-,-,-,-,5833086.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31992422.86,-,-,-,-,-,-,-,-,-,-,156695806.62,-,-,-,-,-,-,-,-,5318381890.76,-,-,-,-,132133243.94,7963742.67,-,8975055.07,-,-,-,2287321.76,5475574340.27,-,-,-,2979737415.5,2612865.31,-,9830478703.3,845691426.13,-,457247380.61,240438754.44,-,-,83074648.76,15741017265.52,21216591605.79,400360555.54,-,-,-,-,-,156707660.81,-,-,22956838.06,143828638.19,-,114164517.93,135375364.12,815433696.94,500582588.52,2292035665.48,5908487090.0,748614788.35,1573153.5,-,298161408.86,-,7114349258.96,9406384924.44,2090806126.0,743133557.03,-,1373056469.02,-,5107792552.93,-,9479621311.52,2330585369.83,11810206681.35,21216591605.79,000429.SZ
20230331,20230429,-,-,-,-,-,-,-,-,-,-,-,83863695.83,-,-,-,-,-,-,-,-,-,-,-,-,628735.59,-,-,-,-,-,-,-,-,-,-,1437010.0,-,-,-,-,-,-,-,-,205070966.14,-,10669539.46,-,-,168247960.76,2658022.72,-,-,-,-,5672847.36,4070927.77,420281160.4,-,-,-,5484304.54,-,-,19668947.07,-,-,17981399.52,350450.98,8441122.41,83863695.83,294805.64,134145672.14,554426832.54,61084485.69,-,-,-,-,-,82245399.77,129701399.39,-,4244897.19,5739775.21,-,931102.81,-,65743.16,11491030.16,456123365.04,-,-,-,-,353747.0,-,17981399.52,474104764.56,311573901.0,170816843.3,-,34545734.18,-,-505141319.97,-,11795158.51,68526909.47,80322067.98,554426832.54,000504.SZ
20230331,20230428,-,-,-,-,-,-,-,-,-,-,-,-,-,4013288.89,-,-,-,-,-,-,-,-,-,-,1095088.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46014234.26,-,-,-,5658404.61,-,-,-,-,21545733.51,10175079.53,-,-,-,-,226907910.62,42349492.26,422240521.34,-,-,-,47754003.39,556361678.62,-,524365362.47,31513801.31,-,125059680.92,60507620.53,-,-,32229472.75,1268554107.77,1690794629.11,277703401.1,-,-,-,-,-,128896799.45,56521661.69,-,15595398.69,4191918.75,-,-,-,66096719.68,-,938393867.32,-,-,-,-,2387299.97,65330011.55,125059680.92,1063453548.24,929017761.0,51259534.18,-,77898985.76,-,-427265852.76,-,604956981.2,22384099.67,627341080.87,1690794629.11,000506.SZ
20230331,20230429,-,-,-,-,-,-,-,26558092.53,-,-,-,93984946.26,-,54899901.26,1332744.39,-,-,-,-,-,-,-,-,-,22734911.84,-,-,-,-,-,-,-,-,-,-,45534992.11,-,-,-,-,58498593.5,-,-,26708456.6,3541027753.31,-,103451873.75,0.0,329198783.93,1273176122.21,110139157.3,-,-,-,-,321928486.06,582479778.87,6526297232.3,-,-,-,2124051993.21,172297502.22,-,7315767793.55,361923661.13,-,545838019.6,1288321155.06,1290620498.81,93984946.26,81723276.94,14332282119.28,20858579351.58,1523760949.97,-,-,-,-,127019200.39,620896279.18,263751578.87,-,101804548.07,57034190.75,-,18248916.04,-,554132200.47,1981928251.16,5448604641.96,3788817170.96,1798256610.03,-,-,273163393.88,-,6132911800.59,11581516442.55,919734895.0,1370667805.27,7838674.74,152420826.52,-,2101084268.6,-,6517800366.93,2759262542.1,9277062909.03,20858579351.58,000507.SZ
20230331,20230419,-,-,-,-,-,-,-,-,-,-,-,59485211.14,-,-,-,-,-,-,-,-,-,-,-,-,255893697.41,-,-,-,-,-,-,-,-,-,-,4362121.9,-,-,-,-,4188000.0,-,-,152253592.61,1152689044.84,-,160898844.56,-,-,589045626.35,15666286.14,-,-,-,-,86144614.95,27192870.48,3915116034.38,-,-,-,51823008.12,28636607.29,-,7986846562.55,89684045.35,-,9849718.9,769955838.56,-,59485211.14,90482169.41,9545419588.11,13460535622.49,696505500.0,-,-,-,-,35490000.0,1921627766.76,185460848.55,-,131648909.89,19198441.8,-,1209363.18,-,484928766.61,160006192.66,5744587767.88,3542183233.48,-,-,-,1200000.0,-,3552032952.38,9296620720.26,2275255232.0,1093370784.48,-,400702384.75,-,567720158.3,-,4184794966.92,-20880064.69,4163914902.23,13460535622.49,000516.SZ
