dm,mc,jys,code
16822,腾讯摩通一二购C,,hk_warrant_rgz
16823,腾讯摩通一一沽B,,hk_warrant_rgz
16825,海通摩通零乙购A,,hk_warrant_rgz
16827,港交摩通一三购B,,hk_warrant_rgz
16833,阿里摩通一一购B,,hk_warrant_rgz
16834,阿里摩通一一购C,,hk_warrant_rgz
16835,小米摩通一二购C,,hk_warrant_rgz
16836,广发摩通零甲购A,,hk_warrant_rgz
16839,小米中银一一购A,,hk_warrant_rgz
16840,平安中银一一购A,,hk_warrant_rgz
16843,京东摩通零乙购I,,hk_warrant_rgz
16844,美团瑞通一二沽A,,hk_warrant_rgz
16851,腾讯瑞通一二沽A,,hk_warrant_rgz
16852,腾讯中银二九购A,,hk_warrant_rgz
16853,中芯瑞信一六沽A,,hk_warrant_rgz
16854,工行瑞信一三购A,,hk_warrant_rgz
16856,阿里瑞信零乙沽C,,hk_warrant_rgz
16858,银河瑞信零十购A,,hk_warrant_rgz
16859,网易瑞信一一沽A,,hk_warrant_rgz
16860,平安瑞信一一购B,,hk_warrant_rgz
16866,腾讯瑞信一一购H,,hk_warrant_rgz
16867,美团瑞信一一购C,,hk_warrant_rgz
16868,洋保瑞信一一购A,,hk_warrant_rgz
16871,新保瑞信一一购A,,hk_warrant_rgz
16873,人保瑞信一一购A,,hk_warrant_rgz
16874,中证瑞信一一购A,,hk_warrant_rgz
16875,舜光瑞信一四购A,,hk_warrant_rgz
16879,阿里法兴零乙购C,,hk_warrant_rgz
16881,阿里法兴一一沽A,,hk_warrant_rgz
16883,港交高盛零乙购A,,hk_warrant_rgz
16885,里康法兴零乙购B,,hk_warrant_rgz
16887,美团法兴一一沽A,,hk_warrant_rgz
16889,小米法兴一一沽B,,hk_warrant_rgz
16891,中寿法兴一五购A,,hk_warrant_rgz
16896,美团法兴一一购A,,hk_warrant_rgz
16898,美团法兴一一购B,,hk_warrant_rgz
16899,港交摩通零乙购B,,hk_warrant_rgz
16900,银河摩利零十购A,,hk_warrant_rgz
16902,小米法兴一一购B,,hk_warrant_rgz
16904,美团海通一一购A,,hk_warrant_rgz
16905,小米海通一一购A,,hk_warrant_rgz
16906,银河摩利零乙购A,,hk_warrant_rgz
16907,金软海通一一购B,,hk_warrant_rgz
16912,中证海通一二购A,,hk_warrant_rgz
16913,中证海通一一购A,,hk_warrant_rgz
16914,中投海通一一购B,,hk_warrant_rgz
16915,蒙牛海通一一购A,,hk_warrant_rgz
16916,碧务海通一一购A,,hk_warrant_rgz
16917,银证海通一三购A,,hk_warrant_rgz
16920,腾讯花旗一三购A,,hk_warrant_rgz
16921,阿里花旗零乙购B,,hk_warrant_rgz
16924,小米花旗一一购A,,hk_warrant_rgz
16925,腾讯花旗零乙购C,,hk_warrant_rgz
16926,瑞声摩利一五购A,,hk_warrant_rgz
16930,小米花旗一二购B,,hk_warrant_rgz
16931,平安高盛一一购B,,hk_warrant_rgz
16932,港交高盛一一购D,,hk_warrant_rgz
16933,美团高盛一一购C,,hk_warrant_rgz
16934,小米高盛一一购A,,hk_warrant_rgz
16935,阿里高盛零乙购D,,hk_warrant_rgz
16936,美团汇丰零乙沽F,,hk_warrant_rgz
16937,港交汇丰零乙沽E,,hk_warrant_rgz
16941,万洲摩利零乙沽A,,hk_warrant_rgz
16942,小米汇丰一二沽A,,hk_warrant_rgz
16948,阿里中银一一沽A,,hk_warrant_rgz
16953,阿里国君一一购A,,hk_warrant_rgz
16955,网易国君一二购B,,hk_warrant_rgz
16956,平安东亚一二购A,,hk_warrant_rgz
16958,平安东亚一二沽A,,hk_warrant_rgz
16959,腾讯东亚一二购B,,hk_warrant_rgz
16960,中芯东亚一七购A,,hk_warrant_rgz
16961,友邦东亚一二购A,,hk_warrant_rgz
16963,阿里东亚一三购A,,hk_warrant_rgz
16966,美团东亚一六购A,,hk_warrant_rgz
16967,株车麦银一二购A,,hk_warrant_rgz
16968,腾讯麦银一一沽E,,hk_warrant_rgz
16973,信光麦银一六购A,,hk_warrant_rgz
16974,腾讯麦银一二购D,,hk_warrant_rgz
16977,阿里瑞银一一沽A,,hk_warrant_rgz
16978,港交汇丰零甲沽A,,hk_warrant_rgz
16979,中企汇丰零十购A,,hk_warrant_rgz
16982,腾讯瑞银一一沽B,,hk_warrant_rgz
16988,南中摩利一四购A,,hk_warrant_rgz
16996,平安瑞银一一沽A,,hk_warrant_rgz
17002,美团瑞银一一沽B,,hk_warrant_rgz
17005,中芯瑞银一六购A,,hk_warrant_rgz
17010,友邦中银一一购B,,hk_warrant_rgz
17011,阿里中银一一购B,,hk_warrant_rgz
17012,洋保麦银一六购A,,hk_warrant_rgz
17013,阿里中银一一沽B,,hk_warrant_rgz
17015,中寿中银零乙购C,,hk_warrant_rgz
17026,美团花旗一一购A,,hk_warrant_rgz
17027,京东花旗零乙购E,,hk_warrant_rgz
17028,美团花旗零乙购H,,hk_warrant_rgz
17029,阿里花旗零乙购C,,hk_warrant_rgz
17039,阿里花旗一一购A,,hk_warrant_rgz
17042,小米瑞银一一购C,,hk_warrant_rgz
17045,美团瑞银一一购D,,hk_warrant_rgz
17046,网易瑞银一一购A,,hk_warrant_rgz
17052,阿里瑞银一一购B,,hk_warrant_rgz
17053,阿里摩通一一沽A,,hk_warrant_rgz
17055,小米摩通一二沽A,,hk_warrant_rgz
17056,网易摩通一二购B,,hk_warrant_rgz
17059,网易摩通一一沽B,,hk_warrant_rgz
17062,阿里摩通一一购D,,hk_warrant_rgz
17064,腾讯摩通一一购E,,hk_warrant_rgz
17065,腾讯摩通零乙购F,,hk_warrant_rgz
17067,平安摩通一一购B,,hk_warrant_rgz
17069,港交摩通一一沽C,,hk_warrant_rgz
17070,港交瑞信零甲沽A,,hk_warrant_rgz
17071,平安瑞信二三购A,,hk_warrant_rgz
17072,美团摩通一三购C,,hk_warrant_rgz
17079,美团摩通零乙购H,,hk_warrant_rgz
17080,美团摩通一二沽A,,hk_warrant_rgz
17081,小米摩通一三购A,,hk_warrant_rgz
17084,京东摩通一一购A,,hk_warrant_rgz
17085,小米海通一三沽B,,hk_warrant_rgz
17091,比电海通一一购A,,hk_warrant_rgz
17093,阿里海通一一购A,,hk_warrant_rgz
17095,瑞声海通一四购A,,hk_warrant_rgz
17097,恒指海通零十沽C,,hk_warrant_rgz
17098,阿里瑞通一二沽A,,hk_warrant_rgz
17105,阿里瑞通一一购B,,hk_warrant_rgz
17108,小米中银一一购B,,hk_warrant_rgz
17112,网易中银一四购A,,hk_warrant_rgz
17115,阿里瑞信一一沽A,,hk_warrant_rgz
17119,美团瑞信一一沽C,,hk_warrant_rgz
17122,腾讯瑞信一一沽B,,hk_warrant_rgz
17124,比电瑞信一一购A,,hk_warrant_rgz
17125,海油瑞通零甲购A,,hk_warrant_rgz
17126,蒙牛瑞信一一购A,,hk_warrant_rgz
17130,金蝶瑞信一一购A,,hk_warrant_rgz
17132,港交瑞信一一购D,,hk_warrant_rgz
17136,腾讯瑞信一一购I,,hk_warrant_rgz
17137,小米瑞信一一购B,,hk_warrant_rgz
17138,小米瑞信一三购B,,hk_warrant_rgz
17141,美团瑞信一一购D,,hk_warrant_rgz
17144,阿里瑞信一一购B,,hk_warrant_rgz
17145,京东瑞信一一购A,,hk_warrant_rgz
17148,网易瑞信一一购A,,hk_warrant_rgz
17149,阿里瑞信一一购C,,hk_warrant_rgz
17150,中芯瑞信二十购A,,hk_warrant_rgz
17151,网易法兴一三沽A,,hk_warrant_rgz
17152,阿里法兴一一沽B,,hk_warrant_rgz
17154,京东法兴一一购A,,hk_warrant_rgz
17155,网易法兴一一购B,,hk_warrant_rgz
17156,腾讯法兴一一沽B,,hk_warrant_rgz
17159,阿里法兴一一购A,,hk_warrant_rgz
17162,阿里法兴一一购B,,hk_warrant_rgz
17163,网易法兴一一购C,,hk_warrant_rgz
17164,夏三法兴一一购B,,hk_warrant_rgz
17168,南中法兴一一购A,,hk_warrant_rgz
17169,A中法兴一一购A,,hk_warrant_rgz
17170,恒指高盛零十沽C,,hk_warrant_rgz
17172,腾讯高盛一一购E,,hk_warrant_rgz
17173,港交高盛零乙沽C,,hk_warrant_rgz
17177,美团高盛一一沽A,,hk_warrant_rgz
17183,网易高盛一一购A,,hk_warrant_rgz
17188,京东汇丰一一购A,,hk_warrant_rgz
17189,阿里汇丰一一购B,,hk_warrant_rgz
17193,中险汇丰一七购A,,hk_warrant_rgz
17200,中行汇丰一七购A,,hk_warrant_rgz
17201,恒指高盛零十购C,,hk_warrant_rgz
17202,铁塔高盛零乙购A,,hk_warrant_rgz
17205,友邦高盛一乙购A,,hk_warrant_rgz
17206,青啤麦银二七购A,,hk_warrant_rgz
17207,小米瑞信零十购A,,hk_warrant_rgz
17209,联想麦银一三购A,,hk_warrant_rgz
17211,新保麦银一二购A,,hk_warrant_rgz
17212,恒指摩通一一购A,,hk_warrant_rgz
17214,恒指摩通一一购B,,hk_warrant_rgz
17215,中企摩通一二购A,,hk_warrant_rgz
17217,阿里瑞银一一购C,,hk_warrant_rgz
17218,恒指瑞信零甲购D,,hk_warrant_rgz
17221,恒指瑞信一六购A,,hk_warrant_rgz
17222,汇丰麦银一三购A,,hk_warrant_rgz
17225,腾讯海通一一沽B,,hk_warrant_rgz
17228,阿里海通一一沽A,,hk_warrant_rgz
17229,港交海通零乙沽B,,hk_warrant_rgz
17232,平安瑞通一一购A,,hk_warrant_rgz
17233,中行瑞通一一购A,,hk_warrant_rgz
17234,中移瑞通一一购A,,hk_warrant_rgz
17242,金沙瑞通一一购A,,hk_warrant_rgz
17245,联想瑞通一三购A,,hk_warrant_rgz
17248,中芯瑞通一四购A,,hk_warrant_rgz
17254,京东瑞通一一购A,,hk_warrant_rgz
17256,京东瑞通一三购A,,hk_warrant_rgz
17259,平安法兴一乙购A,,hk_warrant_rgz
17263,腾讯法兴一四购B,,hk_warrant_rgz
17264,中寿麦银一四购A,,hk_warrant_rgz
17265,小米法兴一七购A,,hk_warrant_rgz
17269,中油麦银零乙购A,,hk_warrant_rgz
17270,小米花旗一三沽A,,hk_warrant_rgz
17271,腾讯花旗一一沽A,,hk_warrant_rgz
17273,国信麦银零乙购A,,hk_warrant_rgz
17278,阿里花旗一一沽A,,hk_warrant_rgz
17282,美团花旗一一沽A,,hk_warrant_rgz
17287,港交花旗一一沽B,,hk_warrant_rgz
17288,吉利高盛一一购A,,hk_warrant_rgz
17291,小米高盛一一购B,,hk_warrant_rgz
17292,小米东亚一二购A,,hk_warrant_rgz
17293,小米东亚一四沽A,,hk_warrant_rgz
17294,阿里摩利一一沽A,,hk_warrant_rgz
17303,阿里摩利一一购C,,hk_warrant_rgz
17305,阿里摩利一一沽B,,hk_warrant_rgz
17310,阿里摩利一二购B,,hk_warrant_rgz
17313,信行麦银零乙购A,,hk_warrant_rgz
17314,网易摩利一一购C,,hk_warrant_rgz
17317,紫金摩利一一购A,,hk_warrant_rgz
17322,舜光摩利一一购A,,hk_warrant_rgz
17329,舜光摩利零乙购A,,hk_warrant_rgz
17330,海通摩利一一购A,,hk_warrant_rgz
17331,恒生瑞银零十沽A,,hk_warrant_rgz
17333,港交摩利一一购H,,hk_warrant_rgz
17335,中通摩利一四购A,,hk_warrant_rgz
17340,瑞声摩利一七购A,,hk_warrant_rgz
17342,海油瑞银零乙购A,,hk_warrant_rgz
17343,碧务摩利一一购A,,hk_warrant_rgz
17345,舜光瑞通一一购A,,hk_warrant_rgz
17348,京东中银零乙购A,,hk_warrant_rgz
17350,京东中银一一购A,,hk_warrant_rgz
17351,阿里麦银一二购A,,hk_warrant_rgz
17356,阿里麦银一二购B,,hk_warrant_rgz
17357,美团麦银一三购A,,hk_warrant_rgz
17359,小米麦银一三购F,,hk_warrant_rgz
17363,京东麦银一二沽A,,hk_warrant_rgz
17366,中移中银零甲购B,,hk_warrant_rgz
17369,吉利中银一一购C,,hk_warrant_rgz
17372,吉利瑞银一一购B,,hk_warrant_rgz
17373,平安瑞银一一购A,,hk_warrant_rgz
17376,阿里瑞银一一购D,,hk_warrant_rgz
17377,腾讯瑞银一一沽C,,hk_warrant_rgz
17378,美团瑞银一一沽C,,hk_warrant_rgz
17380,恒指瑞银一六购A,,hk_warrant_rgz
17381,平安瑞银零乙购C,,hk_warrant_rgz
17383,港交瑞银零乙沽D,,hk_warrant_rgz
17385,京东瑞银一一购A,,hk_warrant_rgz
17394,京东瑞银一一沽A,,hk_warrant_rgz
17412,京东瑞银一一沽B,,hk_warrant_rgz
17413,京东瑞银零乙购A,,hk_warrant_rgz
17416,中海瑞通零甲购A,,hk_warrant_rgz
17419,京东瑞银零乙购B,,hk_warrant_rgz
17422,京东瑞银零乙购C,,hk_warrant_rgz
17426,比迪摩通一八沽B,,hk_warrant_rgz
17435,广药麦银一六购A,,hk_warrant_rgz
17439,吉利摩通一一购C,,hk_warrant_rgz
17440,比迪摩通一二购A,,hk_warrant_rgz
17443,华虹摩通一九购A,,hk_warrant_rgz
17444,紫金摩通一乙购A,,hk_warrant_rgz
17447,中信瑞信零乙购A,,hk_warrant_rgz
17451,华能摩通一一购A,,hk_warrant_rgz
17453,长汽摩通一七购A,,hk_warrant_rgz
17455,腾讯摩通一一购F,,hk_warrant_rgz
17457,美团摩通一一购E,,hk_warrant_rgz
17458,小米摩通一一购C,,hk_warrant_rgz
17459,小米摩通一一沽B,,hk_warrant_rgz
17462,阿里摩通一四购B,,hk_warrant_rgz
17465,京东摩通一三购B,,hk_warrant_rgz
17467,京东摩通一一沽A,,hk_warrant_rgz
17468,京东摩通一一沽B,,hk_warrant_rgz
17470,港交摩通一四购A,,hk_warrant_rgz
17471,中寿摩通一三购A,,hk_warrant_rgz
17474,铁塔中银一五购C,,hk_warrant_rgz
17475,里康中银零乙购A,,hk_warrant_rgz
17480,吉利瑞通一一购A,,hk_warrant_rgz
17486,江铜海通一四购A,,hk_warrant_rgz
17490,腾讯法兴零乙购B,,hk_warrant_rgz
17495,洛钼海通一一购A,,hk_warrant_rgz
17498,中铝海通一二购A,,hk_warrant_rgz
17508,石药海通一一购A,,hk_warrant_rgz
17509,洋保海通一一购A,,hk_warrant_rgz
17510,紫金海通一一购A,,hk_warrant_rgz
17511,中软海通一五购A,,hk_warrant_rgz
17513,联想海通一一购A,,hk_warrant_rgz
17515,华晨海通一一购A,,hk_warrant_rgz
17516,比迪海通一四购B,,hk_warrant_rgz
17534,潍柴海通一二购A,,hk_warrant_rgz
17537,中行海通一八购A,,hk_warrant_rgz
17538,中寿海通一一沽A,,hk_warrant_rgz
17539,京东海通零乙购A,,hk_warrant_rgz
17540,京东海通零乙购B,,hk_warrant_rgz
17541,邮银海通一二购A,,hk_warrant_rgz
17544,吉利法兴一一购C,,hk_warrant_rgz
17545,吉利法兴一一购D,,hk_warrant_rgz
17546,比迪法兴一一购B,,hk_warrant_rgz
17549,石药法兴一四购A,,hk_warrant_rgz
17555,吉利瑞信一一沽C,,hk_warrant_rgz
17561,比迪瑞信一一沽A,,hk_warrant_rgz
17565,小米瑞信一一沽B,,hk_warrant_rgz
17566,广发瑞信一一购A,,hk_warrant_rgz
17567,兖煤海通零十购A,,hk_warrant_rgz
17569,石药瑞信一四购A,,hk_warrant_rgz
17580,石药瑞信一四沽A,,hk_warrant_rgz
17586,中铝瑞信一一购A,,hk_warrant_rgz
17587,紫金瑞信一一购A,,hk_warrant_rgz
17588,颐海瑞信一四购A,,hk_warrant_rgz
17590,京东瑞信一一沽A,,hk_warrant_rgz
17591,阿里瑞信零乙购D,,hk_warrant_rgz
17593,比迪瑞信一二购A,,hk_warrant_rgz
17595,金斯麦银一七购A,,hk_warrant_rgz
17596,洛钼瑞信一一购A,,hk_warrant_rgz
17598,小米瑞信一二购B,,hk_warrant_rgz
17600,恒指中银零乙沽A,,hk_warrant_rgz
17605,平安汇丰零乙购B,,hk_warrant_rgz
17606,平安汇丰一三购A,,hk_warrant_rgz
17610,中移法巴零甲购A,,hk_warrant_rgz
17613,小米瑞信一一购C,,hk_warrant_rgz
17618,青啤瑞信一九购A,,hk_warrant_rgz
17619,京东法兴一一沽A,,hk_warrant_rgz
17621,阿里高盛一一沽A,,hk_warrant_rgz
17632,中寿高盛零乙购D,,hk_warrant_rgz
17634,舜光高盛一三购A,,hk_warrant_rgz
17639,网易摩利一三沽A,,hk_warrant_rgz
17641,港交摩利一六购A,,hk_warrant_rgz
17643,京东摩利零乙购F,,hk_warrant_rgz
17646,网易高盛一一沽A,,hk_warrant_rgz
17651,阿里高盛一一购A,,hk_warrant_rgz
17652,中行摩通一五购A,,hk_warrant_rgz
17653,阿里高盛一一购B,,hk_warrant_rgz
17658,美团摩利一一购C,,hk_warrant_rgz
17660,网易摩利一一沽B,,hk_warrant_rgz
17662,阅文摩利一二购A,,hk_warrant_rgz
17664,金沙中银零乙购A,,hk_warrant_rgz
17671,吉利麦银一二购B,,hk_warrant_rgz
17673,江铜麦银一四购A,,hk_warrant_rgz
17674,腾讯麦银一二购E,,hk_warrant_rgz
17679,建滔麦银一三购A,,hk_warrant_rgz
17682,美团法巴一三购B,,hk_warrant_rgz
17684,港交法巴一二购C,,hk_warrant_rgz
17686,阿里法巴一四购C,,hk_warrant_rgz
17694,吉利法巴一二购A,,hk_warrant_rgz
17695,中寿瑞银一四沽A,,hk_warrant_rgz
17697,华虹瑞信一七购A,,hk_warrant_rgz
17700,长汽瑞信一二购A,,hk_warrant_rgz
17703,金沙瑞信零乙沽A,,hk_warrant_rgz
17705,美团摩利零乙沽A,,hk_warrant_rgz
17706,澳博瑞信一一购B,,hk_warrant_rgz
17707,平安瑞信零乙购E,,hk_warrant_rgz
17713,吉利瑞信一一购C,,hk_warrant_rgz
17714,昆能摩通一十购A,,hk_warrant_rgz
17717,碧务摩通一一购A,,hk_warrant_rgz
17718,交银摩通一一购A,,hk_warrant_rgz
17720,汇丰摩通一一购B,,hk_warrant_rgz
17722,恒安摩通零乙购A,,hk_warrant_rgz
17727,京东海通一一沽A,,hk_warrant_rgz
17732,新保海通一一购A,,hk_warrant_rgz
17735,微创海通一一购B,,hk_warrant_rgz
17737,澳博海通一一购A,,hk_warrant_rgz
17743,青啤海通一八购A,,hk_warrant_rgz
17746,中险海通一五购A,,hk_warrant_rgz
17748,S金摩通零乙购A,,hk_warrant_rgz
17754,网易海通一一沽A,,hk_warrant_rgz
17758,金沙海通零乙购A,,hk_warrant_rgz
17759,汇丰高盛零十购C,,hk_warrant_rgz
17769,中移高盛零甲购B,,hk_warrant_rgz
17772,银证麦银一四购A,,hk_warrant_rgz
17775,美团高盛一二购A,,hk_warrant_rgz
17781,铁塔高盛一二购B,,hk_warrant_rgz
17782,南中摩利一三购A,,hk_warrant_rgz
17783,金沙摩利零乙购A,,hk_warrant_rgz
17792,平安摩通一三购A,,hk_warrant_rgz
17794,平安摩利一一购A,,hk_warrant_rgz
17795,阿里高盛零乙沽A,,hk_warrant_rgz
17801,阿里汇丰零乙购A,,hk_warrant_rgz
17806,京东高盛零乙购G,,hk_warrant_rgz
17807,颐海麦银一乙购A,,hk_warrant_rgz
17820,比迪麦银一六购A,,hk_warrant_rgz
17824,石药麦银一六购A,,hk_warrant_rgz
17825,华虹麦银一八购A,,hk_warrant_rgz
17830,新保瑞银一一购A,,hk_warrant_rgz
17835,中行瑞银一四购A,,hk_warrant_rgz
17843,吉利摩利一一购B,,hk_warrant_rgz
17845,腾讯摩利零乙购A,,hk_warrant_rgz
17846,中芯中银一三购A,,hk_warrant_rgz
17848,腾讯中银一一购D,,hk_warrant_rgz
17850,腾讯中银零乙购E,,hk_warrant_rgz
17859,平安中银一七沽A,,hk_warrant_rgz
17865,美团中银一三购A,,hk_warrant_rgz
17866,美团中银零乙沽E,,hk_warrant_rgz
17870,阿里法巴零甲购A,,hk_warrant_rgz
17873,银河汇丰一一购A,,hk_warrant_rgz
17874,石药汇丰一七购A,,hk_warrant_rgz
17876,阿里法巴一八购A,,hk_warrant_rgz
17881,阿里法巴一三购A,,hk_warrant_rgz
17887,金沙汇丰一二购A,,hk_warrant_rgz
17892,平安瑞信一二购B,,hk_warrant_rgz
17893,比迪汇丰一二购A,,hk_warrant_rgz
17896,平安瑞信一三购A,,hk_warrant_rgz
17898,新东摩通一四购A,,hk_warrant_rgz
17901,申洲摩通一一购A,,hk_warrant_rgz
17902,铁塔摩通一二购A,,hk_warrant_rgz
17905,腾讯摩通二九购A,,hk_warrant_rgz
17906,阿里摩通零十沽A,,hk_warrant_rgz
17908,新东海通一七购A,,hk_warrant_rgz
17910,颐海海通一一购A,,hk_warrant_rgz
17911,金界海通零乙购A,,hk_warrant_rgz
17912,美高海通一一购A,,hk_warrant_rgz
17913,永利海通一一购A,,hk_warrant_rgz
17916,株车海通一一购A,,hk_warrant_rgz
17917,东金海通一二购A,,hk_warrant_rgz
17918,中交海通一一购A,,hk_warrant_rgz
17920,宇华海通零十购A,,hk_warrant_rgz
17924,吉利国君一一购A,,hk_warrant_rgz
17925,南中中银零甲购A,,hk_warrant_rgz
17926,A中中银零甲购A,,hk_warrant_rgz
17928,京东国君一一购A,,hk_warrant_rgz
17929,京东国君一二购A,,hk_warrant_rgz
17935,网易国君一二沽A,,hk_warrant_rgz
17936,腾讯国君一一购A,,hk_warrant_rgz
17938,腾讯国君一一沽A,,hk_warrant_rgz
17943,建行高盛零十购B,,hk_warrant_rgz
17948,平医高盛零十购A,,hk_warrant_rgz
17950,中芯麦银一五购A,,hk_warrant_rgz
17951,比迪瑞通一三购A,,hk_warrant_rgz
17970,招行瑞通一一购A,,hk_warrant_rgz
17978,港交瑞通一二购A,,hk_warrant_rgz
17979,石药瑞通一四购A,,hk_warrant_rgz
17984,阿里高盛零甲购A,,hk_warrant_rgz
17985,中芯瑞信一一购C,,hk_warrant_rgz
17986,广汽瑞信一四购A,,hk_warrant_rgz
17991,舜光瑞信一二购A,,hk_warrant_rgz
17992,恒大瑞信一一购A,,hk_warrant_rgz
17993,中科瑞信一十购A,,hk_warrant_rgz
17996,华能瑞信一一购A,,hk_warrant_rgz
18000,信义瑞信一一购A,,hk_warrant_rgz
18002,紫金瑞信一一购B,,hk_warrant_rgz
18006,光大瑞信一一购A,,hk_warrant_rgz
18014,新东瑞信一四购B,,hk_warrant_rgz
18018,微创瑞信一四购A,,hk_warrant_rgz
18021,阿里摩利一一购A,,hk_warrant_rgz
18022,阿里摩利一五购A,,hk_warrant_rgz
18029,阿里摩利一十购A,,hk_warrant_rgz
18035,复医瑞信一一购A,,hk_warrant_rgz
18038,锦欣瑞信一四购B,,hk_warrant_rgz
18041,中联瑞信一一购A,,hk_warrant_rgz
18045,长实瑞信一一购A,,hk_warrant_rgz
18049,舜光法兴一四购A,,hk_warrant_rgz
18052,瑞声法兴一四购B,,hk_warrant_rgz
18054,阿里摩利一一购D,,hk_warrant_rgz
18055,小米摩利一一购C,,hk_warrant_rgz
18058,小米摩利一一沽A,,hk_warrant_rgz
18063,小米摩利一三购A,,hk_warrant_rgz
18067,港交摩利一一购I,,hk_warrant_rgz
18069,比迪摩利一一购A,,hk_warrant_rgz
18073,吉利摩利一一购C,,hk_warrant_rgz
18078,夏三摩利一一购B,,hk_warrant_rgz
18080,网易摩利一一购D,,hk_warrant_rgz
18084,网易摩利一四购A,,hk_warrant_rgz
18089,京东摩利一一购A,,hk_warrant_rgz
18090,京东摩利一一购B,,hk_warrant_rgz
18091,京东摩利一一沽A,,hk_warrant_rgz
18092,阿里摩利一一购E,,hk_warrant_rgz
18093,网易东亚一二沽A,,hk_warrant_rgz
18100,京东东亚一二沽A,,hk_warrant_rgz
18107,阿里摩利零乙购C,,hk_warrant_rgz
18111,中芯汇丰一一购A,,hk_warrant_rgz
18117,石药海通零乙沽A,,hk_warrant_rgz
18118,中芯汇丰一六购B,,hk_warrant_rgz
18122,中软麦银一一购A,,hk_warrant_rgz
18123,网易汇丰一四购B,,hk_warrant_rgz
18127,网易汇丰一一购A,,hk_warrant_rgz
18128,腾讯汇丰二九购A,,hk_warrant_rgz
18135,美团汇丰一一购A,,hk_warrant_rgz
18136,腾讯汇丰一一购B,,hk_warrant_rgz
18144,阿里汇丰一一购C,,hk_warrant_rgz
18145,中芯法兴三三购A,,hk_warrant_rgz
18149,平安高盛一三购A,,hk_warrant_rgz
18151,美团法兴一三购A,,hk_warrant_rgz
18153,中软麦银一七购A,,hk_warrant_rgz
18155,中电瑞通一二购A,,hk_warrant_rgz
18158,江铜瑞通一二购A,,hk_warrant_rgz
18159,平安法兴零乙购B,,hk_warrant_rgz
18164,平安法兴一二购B,,hk_warrant_rgz
18165,国泰摩通二一购A,,hk_warrant_rgz
18168,平安高盛零乙购B,,hk_warrant_rgz
18174,南航摩通一一购A,,hk_warrant_rgz
18179,中兴摩通一一购A,,hk_warrant_rgz
18185,东药摩通一一购A,,hk_warrant_rgz
18189,小米摩通一一购D,,hk_warrant_rgz
18190,腾讯高盛零乙沽B,,hk_warrant_rgz
18191,腾讯瑞通零乙购B,,hk_warrant_rgz
18194,腾讯高盛零乙沽C,,hk_warrant_rgz
18201,腾讯高盛零乙购F,,hk_warrant_rgz
18206,中行高盛一一购A,,hk_warrant_rgz
18207,中芯瑞信一一购D,,hk_warrant_rgz
18213,中芯瑞信一一购E,,hk_warrant_rgz
18216,美团瑞信一一购E,,hk_warrant_rgz
18218,信药瑞信一一购B,,hk_warrant_rgz
18224,北水瑞信零十购A,,hk_warrant_rgz
18225,阿里摩通一四购A,,hk_warrant_rgz
18228,吉利瑞信一一购D,,hk_warrant_rgz
18229,京东瑞信一一沽B,,hk_warrant_rgz
18230,阿里瑞信一一购D,,hk_warrant_rgz
18231,恒指瑞银零乙沽C,,hk_warrant_rgz
18238,恒指瑞银零乙沽D,,hk_warrant_rgz
18244,汇丰高盛一一购A,,hk_warrant_rgz
18246,腾讯高盛零乙购G,,hk_warrant_rgz
18249,银河国君零甲购A,,hk_warrant_rgz
18257,金沙国君零乙购A,,hk_warrant_rgz
18263,友邦国君一一购A,,hk_warrant_rgz
18266,腾讯摩利一四购C,,hk_warrant_rgz
18267,小米摩利一一购D,,hk_warrant_rgz
18270,中企中银零十购A,,hk_warrant_rgz
18271,中企中银零乙沽A,,hk_warrant_rgz
18284,中芯中银一三购B,,hk_warrant_rgz
18285,京东摩利一一沽B,,hk_warrant_rgz
18310,国材瑞通一五购A,,hk_warrant_rgz
18315,金软瑞通一一购B,,hk_warrant_rgz
18329,美团瑞通一二购A,,hk_warrant_rgz
18332,美团瑞通零乙沽C,,hk_warrant_rgz
18340,吉利瑞通一一购B,,hk_warrant_rgz
18363,腾讯瑞通一一购C,,hk_warrant_rgz
18373,建行瑞通一二购A,,hk_warrant_rgz
18375,比迪瑞银一四沽A,,hk_warrant_rgz
18376,吉利瑞银一一沽A,,hk_warrant_rgz
18394,中企瑞银一二购A,,hk_warrant_rgz
18395,里康摩通一一购A,,hk_warrant_rgz
18397,铁塔摩通一乙沽A,,hk_warrant_rgz
18399,碧务海通一一购B,,hk_warrant_rgz
18400,国泰海通一四购A,,hk_warrant_rgz
18403,紫金海通一一购B,,hk_warrant_rgz
18404,江铜海通一二购A,,hk_warrant_rgz
18406,药康麦银一八购A,,hk_warrant_rgz
18407,腾讯麦银一二购F,,hk_warrant_rgz
18413,腾讯麦银一二沽A,,hk_warrant_rgz
18414,中重麦银一九购A,,hk_warrant_rgz
18415,阿里高盛零十购H,,hk_warrant_rgz
18417,工行高盛零十购A,,hk_warrant_rgz
18420,汇丰瑞信零十购C,,hk_warrant_rgz
18421,高鑫瑞信一一购A,,hk_warrant_rgz
18433,维他瑞信一一购A,,hk_warrant_rgz
18435,维达瑞信一一购A,,hk_warrant_rgz
18437,铁塔瑞信一二购A,,hk_warrant_rgz
18439,昆能瑞信一五购A,,hk_warrant_rgz
18440,舜光高盛零乙购B,,hk_warrant_rgz
