ud,pc,zf,p,o,h,l,yc,cje,v,pv,tv,t,dm
60.572,1.3065,1.3237,4696.940000000001,4635.568,4696.940000000001,4635.568,4636.368,174312579600,92583310,9258330991,729019,2025-07-17 15:00:12,000904
65.269,1.0847,1.1537,6082.464,6013.714,6082.464,6013.044,6017.195,235042939300,149692658,149692658,296957,2025-07-17 15:00:09,000905
34.112,0.7862,0.8421,4373.139,4336.664,4373.203,4336.664,4339.027,560559805100,310941699,310941699,799737,2025-07-17 15:00:09,000906
0.0,0.0,0.0,2123.782,2123.782,2123.782,2123.782,2123.782,0,0,0,0,2025-07-17 00:00:00,000908
125.262,1.5112,1.7589,8413.901,8279.912,8413.925,8268.139000000001,8288.639000000001,20227222600,5443587,5443587,2561,2025-07-17 15:00:09,000913
-3.949,-0.0585,0.6172,6750.009,6746.452,6772.207,6730.52,6753.958000000001,47850402700,42615422,42615422,192412,2025-07-17 15:00:09,000914
42.718,1.0594,1.0776,4075.059,4031.606,4075.059,4031.606,4032.341,138122246100,34382779,3438277935,254159,2025-07-17 15:00:12,000918
-0.707,-0.027,0.6668,2620.749,2622.428,2627.601,2610.121,2621.456,6373655000,7361865,7361865,12359,2025-07-17 15:00:09,000928
89.154,0.5688,0.7036,15764.154,15676.123,15786.419,15676.123,15675.0,18817558300,4965225,4965225,8062,2025-07-17 15:00:09,000932
125.625,1.5269,1.6675,8353.341,8226.518,8353.559,8216.363,8227.716,41118800700,13488666,13488666,10029,2025-07-17 15:00:09,000933
-0.792,-0.0126,0.6051,6289.556,6284.136,6308.342000000001,6270.277,6290.348,68371625700,73662512,73662512,286170,2025-07-17 15:00:09,000934
100.83,2.141,2.4109,4810.272,4701.097,4810.272,4696.733,4709.442,160430974000,51100801,51100801,73135,2025-07-17 15:00:09,000935
9.995,0.2855,0.5175,3511.133,3499.484,3511.209,3493.092,3501.138,35434949700,21828355,2182835508,242542,2025-07-17 15:00:12,000944
23.917,0.4674,0.8981,5140.595,5120.295,5166.25,5120.295,5116.678,10409378800,9014048,901404774,38110,2025-07-17 15:00:12,000949
65.654,0.8955,0.8391,7397.556,7336.035,7397.556,7336.035,7331.902,204071927000,133087883,13308788314,1123845,2025-07-17 15:00:12,000966
28.689,1.0569,1.2072,2743.1,2710.514,2743.283,2710.514,2714.411,184621370200,65769402,6576940159,513598,2025-07-17 15:00:12,000971
-1.606,-0.0227,0.6171,7058.092000000001,7053.396,7080.431,7036.863,7059.698,63870421600,63672567,63672567,698227,2025-07-17 15:00:13,000974
67.964,0.9074,0.9887,7557.637,7485.999,7557.685,7483.634,7489.673,235042939300,149692658,149692658,296957,2025-07-17 15:00:09,000982
35.826,0.8947,0.8851,4039.92,4004.478,4039.92,4004.478,4004.094,325516865700,161249041,16124904110,1453654,2025-07-17 15:00:12,000984
46.692,0.9257,0.9848,5090.818,5042.04,5090.818,5041.141000000001,5044.126,1517711132600,1064794193,106479419326,6528301,2025-07-17 15:00:12,000985
0.311,0.0146,0.6194,2124.206,2124.712,2128.576,2115.42,2123.895,9676149800,14024481,14024481,31128,2025-07-17 15:00:09,000986
23.028,0.6832,0.9542,3393.442,3367.886,3394.241,3362.079,3370.414,72499774800,60241652,60241652,141854,2025-07-17 15:00:09,000987
32.111,0.6203,0.7056,5208.845,5176.706,5213.234,5176.706,5176.734,60482129600,29791012,29791012,56181,2025-07-17 15:00:09,000989
71.506,0.5454,0.7016,13183.157,13113.093,13205.087,13113.093,13111.651,20772733500,5547663,554766309,30255,2025-07-17 15:00:12,000990
141.465,1.5837,1.7352,9074.274,8932.009,9074.544,8919.546,8932.809,51823643000,17798532,17798532,18351,2025-07-17 15:00:09,000991
-0.63,-0.0105,0.6173,6003.597,5998.698,6021.761,5984.699000000001,6004.227,77580319600,86015976,86015976,302463,2025-07-17 15:00:09,000992
134.407,2.1422,2.3459,6408.742,6267.501,6408.742,6261.552,6274.335,180494059200,61286330,61286330,99459,2025-07-17 15:00:09,000993
45.873,2.1134,2.2612,2216.405,2167.325,2216.405,2167.325,2170.532,179539609000,53066920,5306692027,212648,2025-07-17 15:00:12,000998
0.0,,,0.0,0.0,0.0,0.0,0.0,486346725400,421791682,42179168199,4856208,2025-07-17 15:00:03,395001
0.0,,,0.0,0.0,0.0,0.0,0.0,114147100,268002,26800210,2442,2025-07-17 15:00:03,395002
0.0,,,0.0,0.0,0.0,0.0,0.0,443122898200,213664610,21366460997,2456588,2025-07-17 15:00:03,395004
0.0,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2025-07-17 09:15:54,395005
0.0,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2025-07-17 09:15:57,395006
0.0,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2025-07-17 09:15:00,395011
0.0,,,0.0,0.0,0.0,0.0,0.0,626252300,4675118,467511816,68284,2025-07-17 15:00:03,395012
0.0,,,0.0,0.0,0.0,0.0,0.0,100192040800,488480012,48848001172,2851400,2025-07-17 15:00:06,395013
0.0,,,0.0,0.0,0.0,0.0,0.0,187299100,490171,49017117,6182,2025-07-17 15:00:03,395015
0.0,,,0.0,0.0,0.0,0.0,0.0,222304057000,22230406,2223040570,57666,2025-07-17 15:04:57,395032
0.0,,,0.0,0.0,0.0,0.0,0.0,56868724000,3988735,398873540,1000,2025-07-17 15:04:54,395033
0.0,,,0.0,0.0,0.0,0.0,0.0,466298300,47115,4711540,1000,2025-07-17 15:03:30,395034
0.0,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2025-07-17 09:15:21,395041
0.0,,,0.0,0.0,0.0,0.0,0.0,929583770600,635724294,63572429406,7315239,2025-07-17 15:00:03,395099
152.812,1.4254,1.4436,10873.619,10718.854,10873.619,10718.854,10720.807,929583770600,635724294,63572429406,7315239,2025-07-17 15:00:03,399001
206.375,1.4426,1.4438,14512.062,14305.511,14512.062,14305.511,14305.687,486346725400,421791682,42179168199,4856208,2025-07-17 15:00:03,399002
86.438,1.0412,0.8568,8388.154,8317.021,8388.154,8317.021,8301.716,114147100,268002,26800210,2442,2025-07-17 15:00:03,399003
91.727,1.3902,1.4221,6689.836,6596.001,6689.836,6596.001,6598.109,150743225800,52237732,5223773204,532960,2025-07-17 15:00:03,399004
117.667,1.7683,1.6622,6771.933,6661.329,6771.933,6661.329,6654.266000000001,92114831700,39445746,3944574590,401123,2025-07-17 15:00:03,399005
39.133,1.7547,1.8448,2269.327,2228.525,2269.668,2228.525,2230.194,443122898200,213664610,21366460997,2456588,2025-07-17 15:00:03,399006
66.34,1.4748,1.4826,4564.552,4497.863,4564.552,4497.863,4498.212,282415243300,117426318,11742631813,1200772,2025-07-17 15:00:03,399007
21.035,1.5628,1.5301,1367.026,1346.431,1367.026,1346.431,1345.991,174938363500,106546256,10654625626,1156922,2025-07-17 15:00:03,399008
68.394,1.691,1.6115,4113.008,4048.301,4113.008,4047.83,4044.614,131672017600,65188586,6518858609,667812,2025-07-17 15:00:03,399009
86.359,1.1467,1.3592,7617.491,7523.471,7617.491,7515.131,7531.132000000001,283178422100,186566511,18656651075,2193826,2025-07-17 15:00:03,399010
72.529,1.3684,1.4067,5372.71,5298.155,5372.71,5298.155,5300.181,565593665400,303992829,30399282888,3394597,2025-07-17 15:00:03,399011
53.97,1.6174,1.7074,3390.866,3333.891,3390.866,3333.891,3336.896,221013242100,75823631,7582363057,786729,2025-07-17 15:00:03,399012
58.594,1.2438,1.2521,4769.624,4710.636,4769.624,4710.636,4711.03,267859183200,145763471,14576347103,1531676,2025-07-17 15:00:03,399013
29.562,1.1312,1.3984,2642.831,2610.092,2642.831,2606.286,2613.269,189966721100,121250867,12125086650,1458968,2025-07-17 15:00:03,399015
59.9,1.3511,1.6458,4493.222,4426.6,4493.222,4420.258,4433.322,100901621000,24857274,2485727430,279352,2025-07-17 15:00:03,399016
64.295,1.6502,1.7453,3960.565,3893.803,3960.565,3892.564,3896.27,86453299900,31609450,3160945040,346223,2025-07-17 15:00:03,399017
44.994,0.9858,1.3432,4609.299,4558.855,4609.299,4547.993,4564.305,66395371600,16553721,1655372071,157891,2025-07-17 15:00:03,399018
49.21,1.2493,1.5615,3988.328,3934.074,3988.328,3926.819,3939.118,95604447100,49148309,4914830916,552585,2025-07-17 15:00:03,399019
22.106,1.3957,1.7204,1605.967,1582.392,1605.967,1578.718,1583.861,85092698300,47163165,4716316501,541718,2025-07-17 15:00:03,399020
16.653,0.5432,1.0647,3082.165,3071.657,3082.203,3049.566,3065.512,25051324600,7121813,712181263,58746,2025-07-17 15:00:03,399030
48.047,1.8949,1.9956,2583.669,2533.068,2583.669,2533.068,2535.622,46622869100,17269786,1726978609,173477,2025-07-17 15:00:03,399050
19.152,0.7231,0.7093,2667.805,2652.838,2667.805,2649.019,2648.653,60261533900,20873256,2087325592,200279,2025-07-17 15:00:03,399060
41.599,1.1188,1.1602,3759.679,3718.519,3759.679,3716.542,3718.08,103964155500,29558332,2955833218,265387,2025-07-17 15:00:03,399088
120.867,1.2147,1.2368,10071.536,9949.458,10071.536,9948.469000000001,9950.669,917185085500,612459652,61245965237,7039864,2025-07-17 15:00:03,399100
155.375,1.2785,1.2549,12308.049,12155.548,12308.049,12155.548,12152.674,336044257300,270220008,27022000792,3172345,2025-07-17 15:00:03,399101
43.815,1.4159,1.5859,3138.273,3092.26,3138.273,3089.199,3094.458,443117313800,213485493,21348549257,2441124,2025-07-17 15:00:03,399102
74.503,0.9661,0.9879,7786.231,7710.045,7786.231,7710.045,7711.728,63751748400,489924624,48992462408,2918687,2025-07-17 15:00:06,399103
25.228,1.1895,1.2379,2146.075,2120.509,2146.075,2119.82,2120.847,929578186300,635545177,63554517666,7299775,2025-07-17 15:00:03,399106
26.402,1.19,1.2388,2244.994,2218.235,2244.994,2217.509,2218.592,929464039200,635277175,63527717456,7297333,2025-07-17 15:00:03,399107
10.07,0.8107,0.7352,1252.264,1243.132,1252.264,1243.132,1242.194,114147100,268002,26800210,2442,2025-07-17 15:00:03,399108
0.938,0.0724,1.3414,1295.901,1294.974,1310.539,1293.168,1294.963,4160914200,5595868,559586811,88270,2025-07-17 15:00:03,399231
16.001,0.5533,0.9077,2908.133,2890.186,2913.51,2887.259,2892.132,8459261300,7113920,711391955,80920,2025-07-17 15:00:03,399232
41.156,1.5081,1.5141,2770.078,2728.759,2770.078,2728.759,2728.922,641363249600,391440595,39144059489,4376037,2025-07-17 15:00:03,399233
-2.711,-0.301,0.818,897.912,900.809,902.0,894.633,900.623,8362582500,12572958,1257295792,130669,2025-07-17 15:00:03,399234
5.487,0.5668,0.72,973.592,968.6800000000001,975.403,968.433,968.105,4867629300,7194890,719489020,61442,2025-07-17 15:00:03,399235
16.204,1.1685,1.2203,1402.884,1388.176,1402.884,1385.963,1386.68,25478866000,24553328,2455332787,277567,2025-07-17 15:00:03,399236
-2.134,-0.1826,0.7247,1166.471,1169.437,1173.716,1165.247,1168.605,5067491400,4831574,483157413,62787,2025-07-17 15:00:03,399237
4.118,0.3179,1.5306,1299.555,1294.095,1313.007,1293.179,1295.437,294067600,350554,35055378,2884,2025-07-17 15:00:03,399238
27.563,1.3883,2.0669,2012.97,1982.2,2017.318,1976.282,1985.407,136450095400,72396231,7239623145,778627,2025-07-17 15:00:03,399239
6.695,0.4375,0.7552,1537.14,1529.394,1538.857,1527.299,1530.445,30121120100,23249826,2324982628,290782,2025-07-17 15:00:03,399240
-0.454,-0.0383,0.9246,1186.424,1185.856,1191.757,1180.783,1186.878,6225290300,13240071,1324007084,233308,2025-07-17 15:00:03,399241
5.569,0.4466,0.9387,1252.552,1245.003,1253.855,1242.15,1246.983,16217836000,24377616,2437761635,299251,2025-07-17 15:00:03,399242
27.592,1.9817,2.264,1419.935,1393.303,1421.488,1389.965,1392.343,13517216900,6714736,671473630,67055,2025-07-17 15:00:03,399243
-0.85,-0.1526,0.6317,556.178,556.628,557.719,554.2,557.028,4325048700,5682848,568284763,78862,2025-07-17 15:00:03,399244
9.887,1.065,1.7429,938.2810000000001,925.337,938.2810000000001,922.1,928.394,7266057000,7407015,740701466,122637,2025-07-17 15:00:03,399248
19.632,0.8224,1.7087,2406.892,2389.159,2419.747,2378.957,2387.26,440689400,311930,31192960,4174,2025-07-17 15:00:03,399249
25.324,0.7703,0.6984,3312.989,3295.358,3312.989,3290.028,3287.665,49588074800,21860093,2186009321,231562,2025-07-17 15:00:03,399258
12.374,0.3594,0.972,3455.236,3445.577,3455.236,3421.771,3442.862,27089264000,11061873,1106187344,120426,2025-07-17 15:00:03,399259
51.666,1.8599,1.9154,2829.538,2776.332,2829.538,2776.332,2777.872,98756627100,29935776,2993577631,324003,2025-07-17 15:00:03,399260
88.053,2.3898,2.5537,3772.658,3678.938,3773.033,3678.938,3684.605,73205821800,12420741,1242074051,98958,2025-07-17 15:00:03,399261
50.243,2.5286,2.8304,2037.216,1982.887,2039.126,1982.887,1986.973,106210751400,23775184,2377518412,192635,2025-07-17 15:00:03,399262
47.88,2.2242,2.7245,2200.566,2144.16,2202.811,2144.16,2152.686,75928211600,18645758,1864575791,189935,2025-07-17 15:00:03,399263
25.807,1.8127,2.9601,1449.46,1420.651,1458.401,1416.26,1423.653,53570629200,19764878,1976487827,180698,2025-07-17 15:00:03,399264
18.102,1.7488,2.0007,1053.204,1034.408,1053.367,1032.658,1035.102,23421780800,10590137,1059013727,101255,2025-07-17 15:00:03,399265
17.899,0.7634,1.2272,2362.456,2348.453,2362.61,2333.838,2344.557,32015427200,10373174,1037317420,90996,2025-07-17 15:00:03,399266
109.462,2.2354,2.6134,5006.261,4881.119,5009.094,4881.119,4896.799,90493858200,18535162,1853516232,194519,2025-07-17 15:00:03,399269
100.328,2.4187,2.7275,4248.415,4140.363,4253.503,4140.363,4148.087,97028606600,22071512,2207151165,217637,2025-07-17 15:00:03,399274
39.783,1.4994,1.7626,2693.114,2652.756,2693.114,2646.346,2653.331,24753842700,11677590,1167758987,124165,2025-07-17 15:00:03,399275
73.311,1.4411,1.5203,5160.518,5084.301,5160.518,5083.175,5087.207,55501090800,11898717,1189871683,116754,2025-07-17 15:00:03,399276
34.066,1.2709,1.5289,2714.541,2677.581,2714.541,2673.559,2680.475,25732447600,12422709,1242270891,99568,2025-07-17 15:00:03,399277
27.897,1.7125,1.7286,1656.872,1628.713,1656.872,1628.713,1628.975,107194766600,37779471,3777947120,324614,2025-07-17 15:00:03,399278
72.455,2.1533,2.6202,3437.325,3351.186,3439.354,3351.186,3364.87,90485498300,25003262,2500326211,268247,2025-07-17 15:00:03,399279
33.751,1.6302,1.7994,2104.09,2069.662,2104.09,2066.836,2070.339,19644291400,10834954,1083495425,98348,2025-07-17 15:00:03,399280
130.152,3.8262,3.6937,3531.726,3406.083,3531.726,3406.083,3401.574,53329769300,25593149,2559314882,290968,2025-07-17 15:00:03,399281
69.256,1.432,1.9901,4905.733,4821.513,4911.033,4814.784,4836.477,57612270900,24125999,2412599859,243008,2025-07-17 15:00:03,399282
40.198,1.1358,1.6211,3579.425,3534.104,3580.809,3523.435,3539.227,31053305500,12288856,1228885600,123420,2025-07-17 15:00:03,399283
54.564,1.6398,2.0951,3381.983,3319.617,3381.983,3312.269,3327.419,45972023000,20050126,2005012554,191587,2025-07-17 15:00:03,399284
82.212,1.9211,2.3294,4361.63,4264.626,4364.312,4264.626,4279.418,73447522500,20869250,2086925031,199972,2025-07-17 15:00:03,399285
27.415,0.7063,1.0123,3908.752,3875.912,3914.905,3875.615,3881.337,61147439800,36693779,3669377866,484028,2025-07-17 15:00:03,399286
0.037,0.0309,0.0242,119.809,119.782,119.811,119.782,119.772,112792200,11000,1100000,4000,2025-07-17 14:09:03,399289
1.623,0.9482,0.9424,172.781,171.18,172.793,171.18,171.158,9187925600,631040,63104037,1256,2025-07-17 15:00:03,399290
43.845,1.1636,1.4472,3811.792,3765.96,3811.792,3757.261,3767.947,40015988600,19607035,1960703471,234719,2025-07-17 15:00:03,399291
19.602,1.6624,1.5488,1198.744,1182.155,1198.744,1180.482,1179.142,92389924100,64692946,6469294564,726223,2025-07-17 15:00:03,399292
91.518,2.1296,2.2733,4388.97,4292.281,4389.976,4292.281,4297.452,93745605200,16763968,1676396755,127279,2025-07-17 15:00:03,399293
27.092,0.9729,0.8562,2811.792,2788.247,2812.089,2788.247,2784.7,44800423500,12937005,1293700527,129606,2025-07-17 15:00:03,399294
35.224,0.7952,0.7726,4464.752,4433.08,4464.752,4430.531,4429.528,42235507800,12377180,1237718036,118095,2025-07-17 15:00:03,399295
81.222,1.7961,1.9934,4603.284,4517.917,4606.774,4516.63,4522.062,83497207800,19988780,1998877993,169080,2025-07-17 15:00:03,399296
42.683,0.7811,0.8657,5507.274,5461.596,5508.902,5461.596,5464.591,18284280500,24261352,2426135245,251393,2025-07-17 15:00:03,399297
0.024,0.0113,0.0038,212.169,212.163,212.171,212.163,212.145,4930215300,485000,48499990,10,2025-07-17 15:04:48,399298
0.007,0.0029,0.0057,244.101,244.115,244.115,244.101,244.094,75816000,7450,745000,350,2025-07-17 15:02:00,399299
27.289,0.681,0.7368,4034.491,4005.067,4034.594,4005.067,4007.202,325516865700,161249041,16124904100,502779,2025-07-17 15:00:45,399300
0.024,0.0111,0.0037,215.997,215.991,215.999,215.991,215.973,4930215300,485000,48499990,10,2025-07-17 15:04:48,399301
0.03,0.0136,0.0073,220.19,220.178,220.193,220.177,220.16,4919924900,484000,48399990,10,2025-07-17 15:04:48,399302
101.641,1.1948,1.391,8608.404,8500.812,8608.404,8490.072,8506.763,560229850900,382998545,38299854529,69698,2025-07-17 15:00:12,399303
15.619,1.0128,1.0366,1557.841,1541.854,1557.841,1541.854,1542.222,62938197100,484759335,48475933475,2844221,2025-07-17 15:00:06,399306
3.142,0.9753,0.957,325.295,322.212,325.295,322.212,322.153,42083660400,2531934,253193417,7227,2025-07-17 15:00:03,399307
36.334,0.5565,0.6474,6565.608,6523.656,6565.925,6523.656,6529.274,106152349800,35226569,3522656903,158,2025-07-17 15:00:12,399310
34.816,0.8285,0.8662,4237.268,4200.92,4237.323,4200.92,4202.452,635009252200,371298710,37129870972,96087,2025-07-17 15:00:12,399311
41.639,0.9247,0.9857,4544.427,4500.228,4544.614,4500.228,4502.788,350457348900,146184381,14618438083,29904,2025-07-17 15:00:12,399312
18.768,0.3887,0.4874,4847.289,4825.178,4847.555,4824.019,4828.521,153584470000,67165461,6716546097,34218,2025-07-17 15:00:12,399313
26.68,0.5992,0.687,4479.382000000001,4449.007000000001,4479.598,4449.007000000001,4452.702,256470271100,129271863,12927186339,36056,2025-07-17 15:00:12,399314
50.179,1.3025,1.1987,3902.623,3856.443,3902.623,3856.443,3852.444,188649856800,99816006,9981600605,38030,2025-07-17 15:00:12,399315
50.602,1.0206,1.1539,5008.581,4955.617,5008.627,4951.418,4957.979,189889124400,142210840,14221084028,22001,2025-07-17 15:00:12,399316
55.395,0.9563,0.9827,5847.972,5792.055,5847.972,5791.048,5792.577,1533384238000,1076811864,107681186438,237365,2025-07-17 15:00:12,399317
27.105,0.5272,0.4961,5168.278,5142.775000000001,5168.278,5142.775000000001,5141.173,256993400,650176,65017556,4284,2025-07-17 15:00:09,399318
0.886,0.037,0.4715,2398.483,2396.452,2399.021,2387.717,2397.597,44073145400,44468755,4446875514,469720,2025-07-17 15:00:12,399319
-9.945,-0.4537,0.6853,2182.191,2191.124,2192.488,2177.466,2192.136,27047179600,33991046,3399104643,17995,2025-07-17 15:00:12,399320
-12.524,-0.1634,0.4841,7653.035,7655.132000000001,7678.649,7641.541,7665.559,48048042500,37248539,3724853911,15576,2025-07-17 15:00:12,399321
28.188,0.3164,0.4301,8938.18,8907.561,8945.879,8907.561,8909.992,69441897600,24387536,2438753598,15576,2025-07-17 15:00:12,399322
30.376,0.3552,0.5152,8583.238,8548.661,8592.724,8548.661,8552.862000000001,22145899200,9636972,963697179,93060,2025-07-17 15:00:03,399324
68.209,1.5566,1.861,4450.151,4370.794,4452.341,4370.794,4381.942,40879041900,10105229,1010522874,71254,2025-07-17 15:00:03,399326
85.263,0.9559,0.9132,9004.966,8923.611,9005.063,8923.611,8919.703,46671133500,12603376,1260337610,152617,2025-07-17 15:00:03,399328
63.779,1.3627,1.4218,4744.089,4677.546,4744.089,4677.546,4680.31,150743225800,52237732,5223773204,532960,2025-07-17 15:00:03,399330
145.538,1.803,1.6627,8217.33,8083.119000000001,8217.33,8083.119000000001,8071.792,92114831700,39445746,3944574590,401123,2025-07-17 15:00:03,399333
49.785,1.3151,1.4416,3835.37,3780.796,3835.37,3780.796,3785.585,34268775000,19880983,1988098297,205536,2025-07-17 15:00:03,399335
96.249,2.0083,2.0049,4888.843,4793.667,4889.755,4793.667,4792.594,162492752400,41636689,4163668885,370012,2025-07-17 15:00:03,399337
140.437,2.0137,2.0424,7114.381,6971.946,7114.381,6971.946,6973.944,146877756000,45655140,4565514046,418734,2025-07-17 15:00:03,399339
14.574,0.9764,0.9844,1507.127,1492.435,1507.127,1492.435,1492.553,72442450300,25897313,2589731337,304513,2025-07-17 15:00:03,399341
88.156,1.4948,1.4829,5985.72,5898.267,5985.72,5898.267,5897.564,282415243300,117426318,11742631813,1200772,2025-07-17 15:00:03,399344
49.262,1.5899,1.5794,3147.781,3098.844,3147.781,3098.844,3098.519,112298648200,29643192,2964319245,279090,2025-07-17 15:00:03,399346
42.18,0.7096,0.7587,5986.521,5942.29,5987.388,5942.29,5944.341,57908337200,43753311,4375331059,477512,2025-07-17 15:00:03,399348
11.13,0.5166,0.7085,2165.446,2156.411,2165.633,2150.369,2154.316,15391543700,9536055,953605535,27103,2025-07-17 15:00:09,399350
123.36,1.3476,1.4226,9277.553,9147.328,9277.553,9147.328,9154.193,81818446500,33879161,3387916051,42334,2025-07-17 15:00:12,399351
104.46,1.1132,1.1477,9488.178,9380.503,9488.199,9380.503,9383.718,153834120400,77385560,7738556002,179,2025-07-17 15:00:12,399352
-7.875,-0.3662,0.7524,2142.388,2147.983,2156.716,2140.537,2150.263,13039400900,14136441,1413644068,132755,2025-07-17 15:00:12,399353
34.609,0.4692,0.5802,7411.251,7368.454,7411.251,7368.454,7376.642,134807958000,54758918,5475891830,356142,2025-07-17 15:00:12,399354
21.573,0.6336,0.741,3426.169,3403.393,3426.461,3401.232,3404.596,42204154400,16243473,1624347334,15576,2025-07-17 15:00:12,399355
85.051,0.8932,0.9937,9607.384,9514.337,9608.961,9514.337,9522.333,53274923900,21477938,2147793822,43911,2025-07-17 15:00:09,399356
-0.529,-0.0173,0.6009,3066.009,3057.54,3066.599,3048.171,3066.538,55583764600,39338769,3933876948,6654,2025-07-17 15:00:12,399357
28.344,0.645,0.7171,4423.052,4413.163,4428.678,4397.165,4394.708000000001,39242667600,20467804,2046780395,9252,2025-07-17 15:00:12,399358
-16.653,-0.5963,0.6555,2776.236,2786.219,2788.55,2770.244,2792.889,19682555700,26657278,2665727849,265898,2025-07-17 15:00:12,399359
99.861,1.6069,1.9614,6314.357,6207.658,6314.357,6192.467000000001,6214.496,86084856300,38739788,3873978768,1966,2025-07-17 15:00:12,399360
43.754,1.2483,1.7887,3548.886,3495.988,3548.886,3486.191,3505.132,37299839400,24263101,2426310068,23904,2025-07-17 15:00:12,399361
95.263,1.4491,1.5489,6669.408,6567.578,6669.408,6567.578,6574.145,131155457500,36557019,3655701938,5163,2025-07-17 15:00:12,399362
92.97,1.674,2.1394,5646.629,5531.355,5646.657,5527.842000000001,5553.659000000001,93142120100,18995329,1899532868,280,2025-07-17 15:00:12,399363
155.462,1.8206,1.9462,8694.348,8528.165,8694.349,8528.165,8538.886,176824603500,50001134,5000113409,3845,2025-07-17 15:00:12,399364
47.328,0.4039,0.5905,11765.383,11719.964,11786.876,11717.676,11718.055,8892898600,8257955,825795483,602,2025-07-17 15:00:12,399365
26.331,1.5821,2.8662,1690.685,1660.813,1698.023,1650.32,1664.354,39337592800,28760696,2876069567,146952,2025-07-17 15:00:12,399366
28.109,1.0486,1.1029,2708.672,2683.308,2712.871,2683.308,2680.563,7525988900,12491425,1249142473,43806,2025-07-17 15:00:09,399367
188.719,2.5437,2.6754,7607.892,7411.817,7607.892,7409.401,7419.173,42362697700,16304700,1630469995,7017,2025-07-17 15:00:12,399368
10.784,0.7343,0.7235,1479.339,1469.279,1479.904,1469.279,1468.555,67998110500,27534082,2753408234,3845,2025-07-17 15:00:12,399369
37.815,0.9715,0.9323,3930.381,3894.129,3930.421,3894.129,3892.566,230803374700,90329500,9032949952,13032,2025-07-17 15:00:12,399370
-4.365,-0.0646,0.4507,6747.729,6744.419,6763.175,6732.743,6752.094,114080625300,119042681,11904268097,31342,2025-07-17 15:00:12,399371
44.258,1.0887,1.0751,4109.47,4065.868,4109.573,4065.868,4065.212,115643059100,29860044,2986004380,158,2025-07-17 15:00:12,399372
-22.867,-0.2701,0.5601,8443.409,8451.786,8476.102,8428.682,8466.276,46904063900,42373209,4237320864,15576,2025-07-17 15:00:12,399373
20.747,0.5886,0.5022,3545.378,3529.588,3545.434,3527.733,3524.631,49321543400,22407071,2240707082,3796,2025-07-17 15:00:12,399374
12.28,0.2452,0.3902,5021.289,5008.17,5023.599,5004.056,5009.009,27726230100,30931362,3093136222,2508,2025-07-17 15:00:12,399375
48.341,1.0064,1.1502,4851.749,4803.72,4851.943,4796.693,4803.408,65838772200,38062385,3806238490,9078,2025-07-17 15:00:12,399376
28.964,0.4334,0.5286,6711.182,6683.134,6712.086,6676.765,6682.218,39450331400,45738110,4573811011,13258,2025-07-17 15:00:12,399377
19.372,0.785,0.8066,2487.186,2467.335,2487.24,2467.335,2467.814,260879343900,129509570,12950956992,20898,2025-07-17 15:00:12,399378
61.095,0.7628,0.7999,8070.532,8007.027,8070.774,8006.707,8009.437,237316836900,1524082317,152408231661,40497,2025-07-17 15:00:15,399379
12.679,0.8049,0.8408,1587.811,1574.639,1587.851,1574.608,1575.132,235949186900,1516431889,151643188855,40492,2025-07-17 15:00:15,399380
-1.402,-0.051,0.7073,2749.765,2752.101,2757.367,2737.909,2751.167,7392498700,9040331,904033135,75884,2025-07-17 15:00:12,399381
17.094,0.6687,0.9329,2573.312,2554.106,2573.847,2550.0,2556.218,65553665800,53222331,5322233076,4808,2025-07-17 15:00:12,399382
15.415,0.6441,0.7203,2408.739,2395.889,2408.739,2391.5,2393.324,114467974100,72514548,7251454764,19384,2025-07-17 15:00:12,399383
28.548,0.7339,0.8097,3918.557,3890.346,3921.222,3889.725,3890.009,56914226400,33586507,3358650736,134505,2025-07-17 15:00:12,399384
49.083,0.5138,0.6912,9601.85,9553.761,9619.79,9553.761,9552.767,21796424200,7431618,743161834,37280,2025-07-17 15:00:12,399385
88.907,1.5229,1.6938,5927.104,5836.459,5927.246,5828.358,5838.197,45538565100,15538248,1553824831,3659,2025-07-17 15:00:12,399386
-0.672,-0.0119,0.6138,5663.76,5659.577,5681.1,5646.331,5664.432,68219791900,69796794,6979679425,35610,2025-07-17 15:00:12,399387
97.802,2.0395,2.2515,4893.172,4789.835,4893.172,4785.202,4795.37,188409914800,67598761,6759876088,22986,2025-07-17 15:00:12,399388
126.797,2.5104,3.0411,5177.752,5028.981,5182.587,5028.981,5050.955,81645667200,25902837,2590283678,2214,2025-07-17 15:00:12,399389
-6.983,-0.2686,0.7141,2592.895,2601.329,2604.685,2586.118,2599.878,11111651400,17765355,1776535458,7801,2025-07-17 15:00:12,399390
9.723,0.3072,0.4433,3174.71,3165.176,3179.109,3165.079,3164.987,53091909100,32197384,3219738411,1088,2025-07-17 15:00:12,399391
38.634,1.5808,1.6529,2482.583,2442.263,2482.659,2442.263,2443.949,185189897300,63013392,6301339158,11248,2025-07-17 15:00:12,399392
20.256,0.6458,0.9003,3156.631,3137.451,3164.824,3136.588,3136.375,11695683700,20994156,2099415551,90164,2025-07-17 15:00:09,399393
